id,area,district,floor,distance_to_center,rent_price
5586,24.6,riverside,7,3.25,1909.03
5587,72.7,residential,8,4.85,2139.63
5588,48.4,university,9,4.66,1915.33
5589,62.5,industrial,15,10.4,406.28
5590,51.6,university,19,5.72,2162.47
5591,64.3,industrial,16,13.81,1132.89
5592,96.2,residential,16,3.47,3161.56
5593,36.1,university,8,5.9,2727.17
5594,18.0,riverside,2,7.84,2341.49
5595,83.3,university,7,3.49,3468.68
5596,51.6,suburb,4,13.69,2740.84
5597,78.9,business,34,2.99,3869.99
5598,46.2,industrial,4,8.59,1462.17
5599,36.7,university,20,5.84,1714.44
5600,82.2,business,13,4.35,3884.61
5601,38.8,university,5,5.4,1636.47
5602,56.6,industrial,3,7.48,1043.1
5603,67.0,business,4,1.44,3402.67
5604,39.0,old_town,3,3.38,2718.33
5605,60.8,residential,5,4.97,2481.7
5606,54.1,business,32,2.37,6515.14
5607,75.6,suburb,1,10.0,677.82
5608,79.5,industrial,1,11.12,1395.22
5609,76.3,university,4,3.53,1941.82
5610,82.3,suburb,9,14.55,1127.86
5611,81.6,suburb,14,7.84,1623.82
5612,82.6,old_town,3,0.7,3235.06
5613,75.8,business,23,2.78,5101.81
5614,35.6,green_zone,8,8.67,2152.23
5615,83.6,industrial,10,10.35,1402.36
5616,133.3,luxury_hills,9,9.88,15764.71
5617,36.8,industrial,12,7.98,1707.1
5618,86.6,riverside,26,2.82,1193.71
5619,70.6,business,3,1.38,3484.0
5620,31.4,residential,4,3.29,2032.21
5621,68.7,old_town,6,2.15,2227.02
5622,102.9,residential,8,6.45,2288.05
5623,19.3,residential,5,5.17,1951.77
5624,78.8,central,4,1.22,3226.03
5625,41.2,university,10,4.94,2576.16
5626,74.1,business,20,3.16,3585.42
5627,39.4,industrial,9,9.43,850.41
5628,102.6,luxury_hills,2,10.87,8379.59
5629,29.1,university,3,6.83,2553.45
5630,121.2,suburb,5,15.8,3512.23
5631,49.0,residential,4,7.92,2534.97
5632,70.4,business,12,2.96,3771.72
5633,68.3,industrial,8,14.85,628.15
5634,29.3,residential,13,8.62,1083.29
5635,23.0,university,1,3.43,3594.07
5636,58.2,residential,8,7.85,1973.28
5637,105.3,green_zone,4,4.35,2201.14
5638,78.2,industrial,2,11.47,1231.51
5639,110.1,old_town,7,1.66,2511.7
5640,51.3,central,12,2.81,2732.57
5641,121.4,suburb,13,13.49,1313.24
5642,59.3,industrial,4,7.62,1936.24
5643,72.9,industrial,13,11.11,6544.8
5644,45.8,residential,2,12.1,1060.92
5645,102.0,suburb,12,11.24,1537.23
5646,94.6,green_zone,10,10.79,1158.93
5647,52.9,central,4,2.19,3526.93
5648,69.4,business,6,2.43,4158.64
5649,199.4,luxury_hills,10,5.06,21831.14
5650,114.7,green_zone,11,7.83,2568.64
5651,57.0,university,5,4.41,2120.02
5652,46.6,suburb,17,14.68,1847.88
5653,115.6,suburb,8,13.48,1504.95
5654,99.3,residential,7,4.48,2973.58
5655,76.3,old_town,5,3.35,3818.36
5656,34.0,industrial,15,5.78,350.0
5657,74.4,old_town,2,0.81,4171.44
5658,61.2,business,2,3.76,1069.69
5659,71.0,old_town,5,1.99,4658.4
5660,86.9,central,3,1.61,4947.56
5661,62.3,university,4,1.51,3383.65
5662,66.0,business,8,3.56,3060.08
5663,96.5,residential,4,3.01,2671.34
5664,69.0,industrial,2,11.87,1700.91
5665,120.2,green_zone,12,10.64,2133.23
5666,97.1,old_town,1,2.73,1845.36
5667,61.0,industrial,12,10.72,2159.63
5668,63.8,residential,1,3.69,566.22
5669,110.6,green_zone,1,10.72,2041.49
5670,126.4,green_zone,12,6.61,2475.8
5671,49.7,central,32,1.47,4287.48
5672,52.1,industrial,7,13.89,645.75
5673,40.2,residential,10,8.36,1678.81
5674,59.4,old_town,7,3.03,3636.95
5675,40.9,central,14,1.89,2789.45
5676,42.5,industrial,5,8.36,1719.18
5677,72.6,riverside,4,7.7,2780.16
5678,43.9,riverside,9,7.03,1943.09
5679,77.1,green_zone,18,7.13,3507.03
5680,48.2,residential,10,5.26,2525.29
5681,129.3,luxury_hills,11,10.37,12765.66
5682,54.1,business,10,4.35,2270.12
5683,29.2,university,12,8.07,3432.27
5684,73.0,central,30,3.18,5969.89
5685,52.1,university,12,2.69,2770.57
5686,58.7,residential,19,7.21,2958.61
5687,133.8,luxury_hills,13,14.95,12897.1
5688,47.2,riverside,22,5.26,3209.14
5689,48.5,green_zone,1,7.88,2933.27
5690,79.5,suburb,13,10.64,3321.73
5691,56.1,riverside,7,5.51,1237.88
5692,93.2,riverside,6,4.75,4373.85
5693,78.0,suburb,4,11.75,3920.11
5694,137.5,luxury_hills,10,9.54,23785.33
5695,28.1,old_town,5,2.04,2310.7
5696,48.0,riverside,11,5.46,2936.69
5697,49.4,green_zone,4,5.52,2390.1
5698,52.0,university,9,3.07,2454.23
5699,65.7,industrial,13,10.37,1881.49
5700,105.1,suburb,15,12.88,451.89
5701,91.2,green_zone,2,7.5,4769.38
5702,76.0,riverside,26,5.37,3567.2
5703,31.6,residential,9,3.69,2388.58
5704,61.7,residential,1,6.4,1638.44
5705,88.0,business,10,3.56,1827.16
5706,89.9,old_town,3,1.8,1166.86
5707,71.3,riverside,10,3.95,4938.76
5708,64.0,residential,3,4.76,3423.18
5709,58.8,university,9,7.26,2222.23
5710,67.7,suburb,9,11.01,2219.9
5711,70.4,old_town,6,2.45,3848.43
5712,49.2,business,1,3.6,3424.47
5713,79.7,suburb,4,11.77,1929.13
5714,74.1,old_town,8,1.58,1838.24
5715,44.6,residential,16,5.97,2374.26
5716,48.1,university,19,5.5,2728.37
5717,108.5,luxury_hills,4,8.32,13953.39
5718,60.0,university,9,3.18,2055.64
5719,54.3,industrial,4,13.37,515.54
5720,18.0,university,3,4.46,3057.55
5721,36.9,riverside,24,5.02,2319.03
5722,53.5,suburb,12,10.85,1825.98
5723,77.7,residential,22,5.5,1444.56
5724,108.8,residential,1,10.51,2416.31
5725,66.6,riverside,14,7.36,3274.65
5726,38.8,central,25,0.2,5232.64
5727,54.0,suburb,18,10.02,1458.77
5728,39.3,suburb,2,11.26,2205.98
5729,42.2,university,9,2.46,3887.4
5730,84.7,residential,1,6.34,1256.34
5731,69.1,riverside,11,6.07,2336.55
5732,18.0,industrial,6,9.44,1989.73
5733,69.3,riverside,13,6.5,3241.46
5734,137.5,suburb,8,10.33,1117.3
5735,64.6,university,10,2.06,2677.3
5736,66.0,central,8,0.2,5424.92
5737,61.3,central,6,0.2,3854.06
5738,70.7,business,13,2.33,5310.61
5739,67.7,riverside,18,2.88,2217.52
5740,62.9,business,3,3.96,2475.69
5741,162.0,luxury_hills,5,8.02,15473.22
5742,81.0,suburb,2,15.36,1473.58
5743,102.3,suburb,11,13.17,1473.47
5744,187.3,suburb,16,9.83,6455.2
5745,100.1,riverside,1,3.01,3775.73
5746,29.6,industrial,11,10.15,1124.88
5747,75.5,suburb,1,10.31,1240.5
5748,68.6,suburb,15,19.73,2097.32
5749,64.4,luxury_hills,1,10.64,7886.66
5750,96.6,residential,2,6.56,1669.73
5751,43.2,university,18,5.9,2413.77
5752,81.9,residential,9,8.06,1895.92
5753,47.9,business,33,5.05,4855.42
5754,51.5,university,18,1.24,2187.35
5755,18.0,suburb,12,12.85,1803.21
5756,76.5,business,5,2.69,5059.6
5757,87.0,suburb,8,13.28,2549.7
5758,77.4,suburb,3,11.06,2229.74
5759,73.5,old_town,7,1.77,1641.22
5760,99.7,residential,10,6.9,3593.69
5761,108.9,suburb,9,11.57,2206.37
5762,55.1,central,33,2.99,3648.4
5763,49.5,university,9,2.86,3074.89
5764,99.6,residential,10,6.49,2547.64
5765,48.9,industrial,3,11.75,964.06
5766,87.6,residential,2,8.73,1356.17
5767,64.4,university,9,4.86,2392.66
5768,75.1,green_zone,17,4.22,3149.7
5769,71.0,industrial,12,10.6,1157.89
5770,52.4,riverside,7,6.2,2957.51
5771,39.4,central,10,2.29,5049.19
5772,37.3,university,12,6.3,3738.87
5773,43.7,business,1,2.01,4357.81
5774,41.9,central,5,1.13,3429.86
5775,122.3,riverside,22,7.85,3696.39
5776,47.3,university,12,2.67,1474.18
5777,54.2,riverside,15,5.23,4564.91
5778,72.9,riverside,27,3.21,2957.41
5779,79.1,old_town,2,3.0,3581.29
5780,73.9,residential,2,7.51,918.37
5781,83.0,green_zone,19,4.54,3380.52
5782,68.3,industrial,13,12.89,1689.18
5783,69.9,university,6,3.5,2836.48
5784,157.0,suburb,12,13.34,1977.36
5785,44.6,university,3,4.31,1028.21
5786,18.0,university,15,7.79,2455.77
5787,99.7,suburb,14,14.24,2561.82
5788,54.7,riverside,8,6.26,4273.45
5789,48.0,riverside,3,6.25,2510.52
5790,28.2,green_zone,20,8.22,2767.55
5791,50.2,central,25,2.0,4516.17
5792,36.6,business,9,3.02,3097.9
5793,89.1,old_town,2,1.17,3682.09
5794,18.2,residential,10,9.42,1805.3
5795,37.1,suburb,3,9.34,2248.78
5796,57.4,central,10,0.2,8374.98
5797,74.9,industrial,13,11.67,2155.01
5798,110.6,residential,6,10.26,2782.04
5799,93.3,riverside,9,6.93,6164.5
5800,61.0,business,33,3.35,3129.77
5801,74.6,old_town,1,3.04,5791.86
5802,90.4,business,7,3.68,3213.03
5803,68.7,business,39,3.18,4780.23
5804,55.0,business,7,3.37,2434.38
5805,95.6,suburb,9,12.56,2674.44
5806,66.6,business,3,2.19,3389.32
5807,85.2,green_zone,12,3.37,3876.5
5808,50.5,business,11,3.11,4718.93
5809,119.8,suburb,11,11.14,1726.08
5810,28.6,central,4,2.41,5998.5
5811,50.0,residential,20,0.72,2819.27
5812,59.7,university,12,7.32,2813.21
5813,52.2,industrial,6,9.0,899.11
5814,80.0,old_town,1,3.37,2503.09
5815,68.9,residential,11,6.39,2369.52
5816,107.6,green_zone,5,4.25,2603.98
5817,39.6,central,29,1.26,3385.28
5818,61.6,old_town,1,1.74,2045.28
5819,110.2,residential,9,2.59,1592.81
5820,66.9,business,19,2.75,7151.44
5821,33.9,residential,12,5.72,1808.03
5822,40.1,business,14,1.79,3983.86
5823,76.4,business,19,3.05,3490.53
5824,86.0,residential,10,10.2,2064.87
5825,43.4,central,11,2.03,3526.73
5826,64.2,suburb,14,14.36,1405.53
5827,39.2,university,2,6.7,2245.51
5828,118.5,riverside,1,4.71,2299.14
5829,56.4,business,8,4.73,4501.29
5830,94.3,residential,3,5.18,3021.56
5831,42.8,industrial,2,7.35,874.95
5832,85.6,suburb,8,11.34,2399.25
5833,42.7,business,16,2.18,4347.38
5834,47.4,residential,18,5.52,2622.94
5835,40.7,residential,13,6.47,1170.02
5836,89.7,business,10,2.04,5587.02
5837,50.5,central,2,1.27,4759.01
5838,109.0,old_town,1,1.13,6244.94
5839,59.4,riverside,11,2.22,2796.46
5840,48.8,business,11,3.5,3512.47
5841,117.7,luxury_hills,16,10.59,14994.0
5842,36.0,central,4,2.56,3994.86
5843,50.1,university,4,3.63,2537.81
5844,63.2,suburb,2,10.62,2237.39
5845,94.5,luxury_hills,12,11.37,9161.76
5846,191.4,luxury_hills,15,8.19,26682.13
5847,45.6,riverside,6,7.41,2118.4
5848,80.0,green_zone,4,6.63,2990.92
5849,84.3,old_town,2,2.14,2658.85
5850,49.5,university,20,3.94,2307.42
5851,65.9,riverside,10,4.23,3870.32
5852,87.4,old_town,1,2.24,4818.1
5853,43.4,old_town,3,3.61,3193.98
5854,42.3,central,12,3.23,4761.76
5855,121.0,residential,3,6.62,2432.29
5856,56.0,university,11,4.36,3911.52
5857,58.7,university,8,4.11,3489.89
5858,62.0,suburb,10,14.64,1256.79
5859,80.9,green_zone,11,4.2,2633.62
5860,127.0,suburb,7,6.87,2540.75
5861,18.9,central,4,1.98,3496.01
5862,65.9,central,4,2.16,6617.74
5863,62.4,university,3,5.99,2536.97
5864,90.2,business,12,3.62,4516.78
5865,81.9,industrial,9,10.97,882.98
5866,102.2,residential,19,8.91,1906.76
5867,97.0,green_zone,10,4.25,1677.41
5868,46.8,residential,1,7.56,1791.5
5869,19.0,central,5,1.78,6031.24
5870,71.6,residential,12,10.4,1224.4
5871,81.3,business,26,2.6,3446.67
5872,22.2,university,13,3.58,3433.22
5873,63.7,luxury_hills,11,11.54,9854.15
5874,68.1,university,11,3.05,1861.17
5875,26.1,central,35,0.61,4533.62
5876,92.3,old_town,4,1.83,2928.96
5877,92.0,green_zone,9,8.22,2004.42
5878,104.8,residential,6,7.5,2430.41
5879,127.1,suburb,10,10.48,4749.79
5880,48.2,central,31,1.28,3690.55
5881,24.1,industrial,5,9.34,1875.39
5882,31.6,green_zone,5,10.16,2497.52
5883,44.4,residential,14,6.24,2208.86
5884,78.8,suburb,9,10.76,1829.64
5885,52.0,business,1,3.87,3059.24
5886,57.9,riverside,3,3.05,3321.35
5887,61.5,riverside,11,3.76,2811.61
5888,52.6,residential,5,5.78,2671.9
5889,87.9,suburb,4,6.68,1560.48
5890,154.9,suburb,10,13.33,350.0
5891,112.0,old_town,5,2.71,4900.51
5892,31.4,university,10,3.57,2991.13
5893,57.9,old_town,2,4.24,2287.3
5894,75.1,residential,18,4.81,1361.27
5895,52.2,central,3,0.2,2546.03
5896,108.9,residential,12,7.09,2833.5
5897,69.2,riverside,4,4.3,1166.77
5898,32.7,green_zone,5,8.97,3035.44
5899,59.3,suburb,2,17.7,1363.04
5900,90.7,residential,1,7.99,2261.48
5901,33.2,residential,6,10.39,1134.41
5902,41.2,university,5,7.66,2487.85
5903,106.8,green_zone,5,10.81,3537.68
5904,67.0,university,10,2.15,3380.51
5905,58.7,industrial,14,13.8,419.48
5906,56.8,industrial,5,9.96,1314.42
5907,50.1,business,4,3.1,3284.43
5908,90.0,business,3,2.56,3388.35
5909,75.0,residential,22,6.81,2192.69
5910,61.4,central,13,0.39,4766.83
5911,33.2,university,5,4.33,2971.91
5912,40.6,university,9,0.2,3240.85
5913,84.6,business,29,2.47,4425.18
5914,31.0,industrial,15,9.09,888.06
5915,69.7,residential,5,6.15,2846.13
5916,90.1,suburb,1,9.09,2758.48
5917,57.7,central,35,1.3,5475.56
5918,47.3,residential,1,2.77,3118.22
5919,94.5,suburb,4,11.94,1491.65
5920,77.1,business,7,4.6,6120.55
5921,53.7,university,17,6.81,1602.01
5922,99.8,suburb,4,7.98,1485.7
5923,72.6,university,14,5.18,1405.56
5924,18.0,residential,7,9.78,1867.57
5925,58.1,old_town,5,1.98,2797.8
5926,69.6,business,25,1.53,5697.05
5927,97.8,old_town,5,2.09,3025.2
5928,73.8,residential,5,8.11,1503.36
5929,39.7,residential,14,7.84,1983.23
5930,52.8,central,8,1.08,3201.82
5931,73.2,suburb,11,10.34,3282.52
5932,18.0,business,2,2.35,4404.18
5933,40.2,university,8,1.53,2169.68
5934,61.6,residential,8,6.0,1364.03
5935,47.3,university,2,4.32,1777.65
5936,65.8,industrial,12,8.31,2021.69
5937,67.5,central,2,1.64,2220.12
5938,58.5,central,4,2.11,2860.07
5939,60.8,business,7,2.91,3880.37
5940,88.5,university,3,1.9,4306.17
5941,23.7,university,18,5.83,2608.25
5942,75.0,business,19,2.18,6380.17
5943,56.8,residential,12,6.37,1945.14
5944,30.8,university,12,4.2,5677.69
5945,84.2,green_zone,20,9.71,3198.35
5946,64.5,residential,2,5.4,1961.65
5947,86.3,old_town,3,2.24,2024.96
5948,47.2,suburb,11,15.55,1972.32
5949,103.3,residential,4,4.61,3528.04
5950,39.3,residential,12,7.51,1819.92
5951,95.3,residential,4,6.26,3043.77
5952,38.4,university,19,2.4,1946.2
5953,85.7,residential,5,10.18,691.77
5954,63.2,old_town,8,1.94,4541.11
5955,61.1,industrial,12,10.63,1494.32
5956,87.9,old_town,4,2.12,4101.55
5957,58.8,riverside,3,6.35,3494.62
5958,104.6,green_zone,2,8.14,3107.98
5959,60.2,university,6,6.89,2796.69
5960,39.1,industrial,3,11.38,884.62
5961,97.1,riverside,17,4.5,3364.39
5962,172.8,luxury_hills,2,16.71,16423.51
5963,105.5,green_zone,8,9.13,2836.25
5964,117.6,suburb,14,4.64,1704.71
5965,50.0,industrial,2,10.83,2206.99
5966,126.9,suburb,10,10.89,2015.83
5967,68.2,university,7,5.15,2587.43
5968,53.3,riverside,1,5.39,2452.29
5969,64.2,suburb,9,10.37,2836.55
5970,60.2,riverside,8,8.03,1918.75
5971,25.4,central,3,2.44,1830.83
5972,54.5,residential,11,10.0,369.66
5973,141.3,luxury_hills,5,9.96,12104.77
5974,68.7,suburb,18,15.43,1400.94
5975,48.8,residential,12,6.98,1865.3
5976,30.6,university,6,5.48,3071.58
5977,32.6,suburb,2,14.12,2294.66
5978,71.7,industrial,14,11.53,2331.55
5979,90.9,residential,1,12.18,2902.53
5980,18.0,central,15,1.14,5144.88
5981,77.5,old_town,3,2.0,2517.57
5982,118.3,green_zone,4,10.35,1363.76
5983,27.2,residential,2,6.33,1624.77
5984,58.1,industrial,11,12.68,1043.02
5985,91.7,luxury_hills,9,5.0,11175.15
5986,50.4,central,8,2.1,4470.43
5987,63.7,residential,3,7.28,2265.97
5988,22.9,industrial,12,10.18,1088.53
5989,68.9,university,8,4.93,1981.31
5990,26.4,central,2,0.2,4284.45
5991,50.6,central,25,1.86,10319.78
5992,83.4,suburb,8,10.46,3060.3
5993,85.8,residential,3,6.56,2126.52
5994,102.9,suburb,9,6.28,1746.04
5995,47.2,university,3,4.52,1897.08
5996,75.2,central,15,0.2,4022.17
5997,51.5,industrial,4,11.24,702.87
5998,55.3,industrial,9,10.19,1211.65
5999,51.1,residential,4,8.0,1864.73
6000,52.3,university,11,4.14,1526.56
6001,48.9,university,12,3.59,4602.37
6002,90.7,green_zone,16,7.91,2070.08
6003,97.8,suburb,1,13.46,2518.06
6004,71.9,business,39,3.48,4163.45
6005,18.0,business,18,2.34,3866.57
6006,76.7,central,5,2.02,2705.86
6007,98.4,residential,3,7.99,2363.09
6008,74.2,university,6,5.91,2487.18
6009,116.3,old_town,8,2.3,4196.07
6010,18.0,central,4,2.2,5082.1
6011,48.8,suburb,10,13.01,2049.24
6012,96.9,industrial,3,10.64,1604.49
6013,33.6,suburb,5,15.95,1532.44
6014,49.9,green_zone,20,5.75,2138.28
6015,98.1,suburb,2,15.87,3852.92
6016,18.0,business,19,1.75,5131.01
6017,94.7,luxury_hills,8,3.36,17987.59
6018,91.9,industrial,14,8.97,3334.55
6019,59.3,central,2,2.2,4217.7
6020,66.3,university,4,1.3,2233.06
6021,112.6,green_zone,12,7.55,903.46
6022,75.2,old_town,1,3.71,4152.42
6023,69.3,business,9,2.29,3655.17
6024,103.0,residential,8,9.17,2086.28
6025,53.9,green_zone,7,9.54,1578.74
6026,68.5,residential,7,6.33,2089.05
6027,71.3,riverside,6,5.1,2390.25
6028,75.3,suburb,18,14.88,2223.43
6029,43.9,central,2,1.38,4420.55
6030,18.0,business,9,1.98,3711.38
6031,18.0,green_zone,15,9.46,1486.98
6032,78.4,central,7,1.22,5061.09
6033,56.2,suburb,5,11.92,1555.11
6034,73.6,industrial,16,6.7,1667.1
6035,80.5,business,15,1.97,4864.27
6036,119.2,luxury_hills,13,11.95,9949.85
6037,260.0,luxury_hills,15,8.54,62994.81
6038,101.8,suburb,6,9.06,2390.02
6039,44.4,old_town,1,2.68,3649.46
6040,47.1,university,8,2.57,1998.11
6041,56.3,industrial,5,15.18,350.0
6042,73.9,residential,8,10.5,2972.39
6043,45.5,central,13,1.83,6785.71
6044,76.7,suburb,3,11.68,2074.39
6045,50.4,business,1,2.52,2625.26
6046,58.7,business,36,4.46,3168.09
6047,60.6,riverside,2,8.08,2445.19
6048,43.7,university,10,4.25,2756.75
6049,76.1,green_zone,6,5.66,4220.8
6050,65.5,green_zone,20,9.51,2033.31
6051,76.7,riverside,5,5.43,3922.51
6052,73.8,industrial,2,9.03,1738.14
6053,81.7,suburb,1,13.51,1980.31
6054,55.9,university,6,7.1,2366.91
6055,39.2,university,9,7.72,1932.81
6056,90.2,central,12,2.88,4203.22
6057,69.3,luxury_hills,11,10.54,6755.5
6058,64.5,residential,9,9.91,2272.2
6059,53.7,business,12,1.59,4036.82
6060,63.8,residential,21,7.35,1461.72
6061,28.5,residential,14,5.24,2284.97
6062,169.9,suburb,9,9.55,3510.26
6063,79.4,riverside,11,6.66,3151.56
6064,21.7,central,23,1.14,6044.77
6065,45.0,university,10,5.16,2950.27
6066,106.6,central,8,1.68,2945.93
6067,74.8,old_town,8,2.54,1354.38
6068,44.8,business,7,3.51,5948.05
6069,107.6,old_town,4,1.08,3950.16
6070,94.5,riverside,8,5.72,3338.65
6071,101.2,suburb,3,12.43,1933.8
6072,39.0,university,4,5.72,2740.7
6073,99.9,residential,12,7.76,1888.66
6074,74.7,suburb,7,10.78,2809.16
6075,45.3,industrial,10,11.51,486.69
6076,58.4,residential,12,2.62,2796.5
6077,53.7,university,10,1.99,2201.11
6078,35.1,residential,21,6.23,2121.11
6079,63.6,business,12,3.23,3878.7
6080,58.6,residential,4,6.65,2353.14
6081,65.8,green_zone,5,9.25,2033.35
6082,53.3,residential,2,9.21,2476.94
6083,68.6,suburb,7,9.67,3286.46
6084,32.0,residential,16,2.83,538.9
6085,83.5,old_town,2,2.69,2796.76
6086,56.2,industrial,9,11.27,2131.08
6087,26.7,central,12,1.36,4102.3
6088,103.2,suburb,10,12.45,1569.8
6089,83.0,industrial,11,5.95,1297.12
6090,24.8,central,9,0.79,6131.82
6091,42.0,university,16,1.98,2085.11
6092,65.7,industrial,10,8.68,2088.15
6093,101.1,old_town,2,4.05,4078.02
6094,83.9,industrial,14,11.25,1344.31
6095,57.3,suburb,4,11.46,1875.83
6096,64.8,business,1,2.99,4149.99
6097,161.2,luxury_hills,8,9.0,23186.07
6098,33.5,industrial,1,11.83,1056.16
6099,108.5,business,3,2.49,5889.6
6100,87.8,luxury_hills,9,6.77,9279.36
6101,30.6,university,4,3.81,2682.05
6102,84.8,green_zone,1,4.15,1720.65
6103,95.2,business,1,3.36,5108.88
6104,36.8,industrial,6,9.69,350.0
6105,63.0,central,10,1.79,2753.84
6106,90.4,green_zone,6,4.7,4548.08
6107,77.4,business,17,3.93,5074.61
6108,63.5,riverside,19,7.93,1892.43
6109,58.3,residential,6,9.43,1797.65
6110,43.7,residential,22,6.39,1514.07
6111,80.3,suburb,5,10.92,917.87
6112,103.2,residential,11,8.52,2220.85
6113,68.9,riverside,2,6.02,3576.89
6114,71.0,industrial,14,8.9,1866.14
6115,43.6,central,2,0.2,4919.99
6116,55.3,business,5,2.59,3424.99
6117,18.0,business,15,2.64,2490.2
6118,34.7,residential,9,9.44,1264.34
6119,110.2,suburb,6,10.75,2246.37
6120,52.1,old_town,7,2.27,2091.02
6121,55.7,central,16,0.5,5828.7
6122,102.4,business,6,1.88,3898.94
6123,89.8,old_town,8,4.74,1949.57
6124,45.8,riverside,1,7.17,2005.02
6125,52.1,riverside,3,5.01,2645.81
6126,88.1,suburb,11,10.17,2505.63
6127,32.4,riverside,8,5.96,1949.8
6128,66.2,suburb,12,7.36,2473.36
6129,46.1,business,3,1.57,5601.95
6130,126.7,suburb,15,11.99,1132.48
6131,104.2,suburb,8,8.79,2141.12
6132,108.0,luxury_hills,8,7.93,12315.21
6133,73.3,suburb,12,9.32,2073.46
6134,84.3,old_town,1,2.26,3032.58
6135,61.5,industrial,11,7.88,3020.72
6136,74.3,residential,14,4.9,3127.38
6137,75.1,business,2,0.2,5438.81
6138,28.0,university,1,5.95,3038.49
6139,70.1,residential,4,6.98,2334.65
6140,68.0,industrial,2,6.67,1687.27
6141,42.1,university,11,4.15,1975.22
6142,85.4,suburb,10,8.33,1762.71
6143,70.7,industrial,16,9.53,1669.89
6144,59.7,residential,3,9.24,1703.47
6145,37.7,university,12,7.82,2502.81
6146,119.3,suburb,17,14.99,2038.88
6147,31.0,green_zone,12,2.77,1776.43
6148,67.7,university,7,3.19,3348.53
6149,62.6,central,3,0.2,5290.44
6150,44.3,business,29,3.58,5418.11
6151,42.9,residential,5,7.72,1998.41
6152,38.0,central,1,0.93,3265.36
6153,18.0,riverside,7,6.34,2335.79
6154,50.3,business,7,4.47,2328.44
6155,67.9,suburb,1,10.03,2201.31
6156,50.4,residential,20,6.22,2270.56
6157,55.7,old_town,6,2.14,2293.97
6158,64.5,industrial,5,13.37,2286.83
6159,46.8,central,6,0.2,2252.25
6160,58.8,residential,2,13.27,2170.38
6161,171.7,luxury_hills,5,10.05,26197.78
6162,41.0,old_town,6,3.35,2542.72
6163,28.9,suburb,15,7.46,1952.64
6164,39.6,university,10,2.55,2666.98
6165,86.3,suburb,5,9.17,1598.39
6166,91.6,riverside,13,5.82,2124.13
6167,18.0,green_zone,13,6.45,2368.52
6168,77.1,residential,1,10.35,1689.94
6169,75.5,central,10,1.53,3617.15
6170,55.7,industrial,13,6.24,1677.59
6171,117.1,riverside,6,6.77,2722.69
6172,65.2,industrial,7,11.67,1264.38
6173,108.0,suburb,13,12.82,3277.67
6174,83.6,residential,3,8.99,867.81
6175,33.4,suburb,14,9.17,1313.78
6176,39.2,central,5,2.5,3638.03
6177,27.9,business,16,3.51,4438.54
6178,61.6,central,10,1.6,5889.91
6179,81.8,riverside,3,5.75,1940.9
6180,50.9,central,2,1.42,2702.61
6181,39.3,university,17,9.51,850.31
6182,57.5,industrial,1,12.01,2161.92
6183,48.8,residential,2,8.29,1516.05
6184,36.2,old_town,4,3.49,2988.07
6185,85.3,business,26,2.49,4764.49
6186,58.2,old_town,1,3.67,2549.25
6187,70.0,business,10,0.99,2833.81
6188,69.0,riverside,12,4.39,3415.62
6189,91.9,business,3,2.52,4434.24
6190,64.3,industrial,5,11.44,1386.86
6191,87.4,business,8,2.34,2477.12
6192,54.9,residential,12,8.81,2192.98
6193,94.7,suburb,7,7.13,4314.94
6194,71.6,residential,3,8.4,1809.56
6195,73.2,green_zone,20,7.98,1843.2
6196,104.6,luxury_hills,8,13.6,10036.5
6197,71.6,old_town,3,2.94,3743.04
6198,79.0,business,8,4.04,3766.39
6199,107.5,suburb,7,16.5,3010.63
6200,65.6,residential,10,6.66,1392.68
6201,60.9,central,10,0.4,3372.79
6202,79.3,business,10,3.84,3866.94
6203,69.7,central,11,3.04,4718.07
6204,45.9,university,4,5.3,3341.31
6205,99.1,old_town,6,1.91,3706.29
6206,88.7,industrial,4,10.19,3712.18
6207,58.4,riverside,24,5.87,2592.24
6208,46.7,riverside,4,6.41,2639.13
6209,83.4,business,3,1.82,2836.71
6210,18.0,university,13,5.52,1990.88
6211,41.9,university,1,5.83,1239.14
6212,121.8,luxury_hills,4,9.54,14478.64
6213,84.4,residential,10,4.82,2613.78
6214,34.7,residential,20,7.31,1526.1
6215,54.9,industrial,6,11.6,1866.13
6216,127.5,luxury_hills,11,5.34,13039.88
6217,56.1,industrial,6,6.12,1644.1
6218,145.2,luxury_hills,24,9.32,14750.83
6219,90.2,residential,3,5.14,1242.76
6220,57.0,suburb,12,12.79,2097.1
6221,68.8,residential,4,8.68,1717.22
6222,36.8,residential,4,4.52,1312.11
6223,94.4,riverside,8,5.32,3443.75
6224,57.3,riverside,9,5.43,6142.66
6225,48.1,industrial,15,8.03,1435.84
6226,98.2,green_zone,7,6.76,1743.69
6227,84.5,business,26,4.88,4422.71
6228,33.8,university,11,5.58,4905.7
6229,107.3,suburb,5,11.54,2564.31
6230,143.0,suburb,15,9.1,2989.54
6231,49.2,university,16,5.58,1641.0
6232,62.7,industrial,2,9.69,1246.86
6233,53.3,university,15,7.99,3002.34
6234,86.2,business,1,4.47,7076.66
6235,61.8,residential,2,8.35,2106.39
6236,39.0,business,8,2.75,3263.5
6237,62.7,residential,19,5.21,1798.97
6238,94.3,suburb,6,16.53,2167.7
6239,70.7,riverside,12,7.35,3415.94
6240,36.7,university,18,6.0,2620.14
6241,63.4,central,2,1.38,4625.07
